src_id,tag_id
剥脱综合征,拌金针菇
肛门直肠周围脓肿,南瓜大麦粥
脊椎结核并发窦道,牛奶杏仁粥
噪声性耳聋,菠菜豆腐汤
小儿肠系膜淋巴结结核,荔枝鸭粥
艾滋病神经系统损害,白菜蛋花粥
乳腺囊性增生症,牛肉萝卜白米粥
输卵管上举,蔬菜杂烩粥
急性硬脑膜下血肿,淡菜板豆腐白菜汤
骨旁骨肉瘤,鲜蚕豆紫菜汤
脾脏原发性恶性肿瘤,百合鸡蛋黄汤
肾前性肾功能衰竭,酸奶银耳水果羹
急性脊髓炎,草鱼豆腐
热性嗜中性白细胞皮肤病,冬瓜草鱼汤
热射病,赤小豆冬瓜祛湿汤
颅脑先天畸形,核桃芡实粥
老年人流行性感冒,干贝鸡肉粥
致密性髂骨炎,双菇番茄黄瓜紫菜汤
精神活性物质所致精神障碍,鲜百合冬菇西兰花汤
心力衰竭,紫菜肉片汤
乙肝,清炖羊肉
先天性主动脉瓣下狭窄,薏米扁豆老黄瓜汤
炎性乳腺癌,赤小豆山药粥
桡骨远端骨折,黄瓜猪肉水饺
鼻咽肉瘤,菠菜双蛋羹
角膜病,胡萝卜枸杞汁
绝经后卵巢恶性肿瘤,糖醋菜花
羊水过少,洋参鸡肉汤
小儿乳积,山楂麦芽饮
虚寒泄泻,草鱼豆腐
小肠肿瘤,丝瓜豆腐瘦肉汤
前置胎盘,芹菜炒香菇
主动脉瓣狭窄合并关闭不全,白菜蛋花粥
小儿热性惊厥,鲜香白菜羹
跟骨骨髓炎,木须豇豆
前斜角肌综合征,绿豆芽炒里脊丝
小儿肥厚型心肌病,蜂蜜马齿苋汁
固定性药疹,清炒荷兰豆
先天性副肌强直症,白萝卜油菜汁
Rh血型不合溶血病,芹菜红枣汤
胃肠湿热,薏米莲子粥
淋病,绿豆奶粥
阵发性室性心动过速,青豆泥汤
巨人症及肢端肥大症,菜花泥子汤
牙龈炎,胡萝卜炒猪肝
致命性中线肉芽肿,鲜菊白菜豆腐汤
膝外侧韧带损伤,芹菜炒虾仁
梅毒性角膜病变,青菜饭
恐惧症,胡萝卜豌豆汤
肌萎缩性侧索硬化,黄米面炸糕
肾脏疾病伴发的精神障碍,胡萝卜番茄汤
闭锁综合征,莲子猪肚
小儿先天性肺囊肿,花生豆奶
小儿消化道出血,番茄芦笋紫菜汤
心脏神经症,黄瓜拌香菜
心功能障碍,白菜包子
创伤性口炎,木瓜生姜蜂蜜粥
毛鞘棘皮瘤,什菜面
酒中毒性小脑变性,奶油南瓜羹
乳头溢液,牡蛎肉末粥
卵巢成熟畸胎瘤,小麦粥
高颅压性脑积水,冬菇椰菜豆腐粉丝汤
卡波西水痘样疹,香菇油菜
急性化脓性腱鞘炎,牛奶玉米汤
色素性化妆品皮炎,白菜蛋花粥
软骨粘液样纤维瘤,菠菜双蛋羹
全身性念珠菌病,紫菜黄瓜汤
泪液分泌过多,黄瓜拌绿豆芽
急性胃炎,清炒绿豆芽
代偿性多汗症,山药萝卜粥
小儿脑脓肿,绿豆南瓜汤
抬头纹,平菇豆腐汤
肾病,莲子红豆沙
假性黑棘皮病,小米龙眼粥
髋关节滑囊炎,小白菜馅包子
急性右侧心力衰竭,蘑菇胡萝卜拌饭
急性肝病,薏米橘羹
维生素C缺乏病,豆腐皮粥
颅骨骨髓炎,香菇小油菜
多发性脑膜瘤,海带果菜汁
老年人脑血栓形成,芹菜牛肉粥
足菌肿,小黄瓜西瓜汁
小儿迁延与慢性腹泻,清肠大豆芽豆腐汤
旅行者腹泻,百合鸡蛋黄汤
腹壁切口疝,党参百合粥
黑热病,红豆莲藕粥
妊娠期急性肾功能衰竭,鲜百合冬菇西兰花汤
慢性支气管炎,猪肉青菜粥
妇科疾病,甘麦大枣粥
急性化脓性脑膜炎,玉米牛奶浓汤
小儿高血压,炒芹菜
煤炭工尘肺,海带果菜汁
皮肌炎与多发性肌炎,黄芪山药羹
月骨脱位,紫菜芙蓉汤
椎间隙感染,香菇茯苓粥
成人肥大性幽门狭窄,薏米豆腐羹
小儿变形性肌张力障碍,木瓜粥
阿米巴病肠穿孔,黄瓜粳米粥
色斑,牛奶菠菜粥
盲肠旁疝,菠菜豆腐汤
睡眠呼吸暂停综合征,白菜蛋花粥
妊娠痒疹,紫菜肉茸汤
男子雄激素源性秃发,桂圆黑豆粥
气臌,山药薏米红枣粥
肾动脉闭塞,鸡肉蛋花木耳汤
慢性根尖牙周炎,香菇烧油菜
小儿分离性焦虑症,小麦生地百合羹
鼻红粒病,猕猴桃西芹汁
小儿牛皮癣,素炒菠菜
阴囊损伤,牛奶菠菜粥
女性性高潮障碍,卷心菜菠萝汁
盘状红斑狼疮,绿豆南瓜汤
急性单纯性咽炎,五丝白菜卷
神经系统的放射性损伤,菠菜双蛋羹
慢性肾性贫血,青菜饭
薄肾小球基底膜病,白果莲子粥
胆道癌,牛奶绿菜花
虫积,槟榔糯米粥
肺吸虫病,炒面粥
肺病,红豆莲藕粥
小儿支气管哮喘,冰糖绿豆苋菜粥
冻疮,荸荠木耳煲带鱼
胎膜早破,红豆花生粥
糖尿病肾病,素熘菜花
成人全垂体功能减退,番茄羊肉汤
脑萎缩,花生豆奶
神经性头痛,天麻补脑汤
食管癌,清蒸鲤鱼
肺炎链球菌性肺炎,柠檬炖乳鸽
妊娠合并甲状腺功能减退,胡萝卜牛肉水饺
慢性胆管炎,香菇薏米饭
中老年男子部分性雄激素缺乏综合征,牡蛎炖猪肉
先天性支气管囊肿,小白菜汤
脊髓炎,西式牛奶粥
先天性拇内翻,白菜清汤
先天性全丙种球蛋白低下血症,苦瓜豆腐汤
一氧化碳中毒,白菜粥
避孕后闭经综合征,芝麻拌墨鱼
明癣,香椿芽粥
龟头炎,莲子红豆沙
脾功能亢进,干煸芸豆
鱼胆中毒,鹌鹑蛋小米羹
病毒性肠炎,冬瓜粒杂锦汤
老年人自发性气胸,草鱼豆腐
血尿,荠菜汤
绝经后子宫内膜癌,小米素羹
坐骨神经损伤,土豆泥牛奶粥
原发性阿米巴脑膜脑炎,菠菜豆腐汤
月骨脱位,花豆腐生菜瘦肉汤
虹膜黑色素瘤,鸡蛋黄花汤
手指屈肌腱鞘炎,芹菜牛肉粥
腹水,鸡肉冬菇蒸饺
坏疽性脓皮症,百合圆肉煲鸡蛋
前庭大腺囊肿,豆腐鲤鱼
妊娠合并肝硬化,三文鱼蒸蛋羹
肠粘连,百合鸡蛋黄汤
血虚头痛,萝卜生菜汤
全身性特发性毛细血管扩张症,香菇小油菜
末梢神经炎,鲜蘑豆腐汤
晶状体蛋白过敏性青光眼,冬瓜鲤鱼汤
泪囊肿瘤,紫菜豆腐汤
老年大便失禁,瑶柱生菜白菜汤
盲肠旁疝,紫菜芙蓉汤
创伤性肘关节炎,牛肉汉堡包
月经量少,素炒西兰花
多发脑梗塞性精神障碍,海带粳米粥
闭合性脊髓损伤,卷心菜菠萝汁
腺泡细胞癌,花生杏仁粥
食管病,清凉扁豆
膀胱炎,醋拌绿豆芽
Morton跖头痛,罗汉果金银菜柿饼汤
卵巢纤维瘤病,菠菜双蛋羹
小儿肥厚型心肌病,人参蜂蜜粥
点状骨骺发育异常,凤尾菇鸡肉炒饭
乳腺囊性增生病,雪菜肉末粥
久疟,黄连姜汁茶
纤维毛囊瘤,鲜香菇煮豆腐
椎间隙感染,山药桂圆粥
瘰疬,海带决明汤
窦性心律失常,三七洋参炖鸡肉
小儿龋病,花豆腐生菜瘦肉汤
腰椎退变性小关节损伤性关节炎,大白菜饺
外耳道乳头状瘤,大麦薏仁茯苓粥
肠毒性大肠埃希杆菌感染,金银花苦瓜汤
小儿动脉导管未闭,冬瓜香菇海带汤
小儿维生素A缺乏病,土豆胡萝卜汤
三尖瓣闭锁不全,菠菜瘦肉粥
特发性室性心动过速,圆肉核桃瘦肉汤
膈肌麻痹,羊肉煎包
先天性卵巢发育不全,绿菜花竹笋
流感嗜血杆菌感染,芝麻小米粥
抑郁症,桂圆肉蒸蛋
颈部纤维瘤,苹果烤肉
巴西紫热,山药粥
腹膜炎,白菜清汤
肱骨小头骨折,小白菜汤
一期梅毒,炒胡萝卜
经行发热,扁豆香薷汤
唇腭裂,荞麦粥
小儿精神发育迟缓,素炒小白菜
远视,花豆腐生菜瘦肉汤
桡骨下端骨折,桂圆黑豆粥
弥漫性血管内凝血,白菜蛋花粥
尿潴留,木瓜胡萝卜玉米粥
血友病,藕片汤
急性呼吸窘迫综合征,黄瓜粳米粥
急性颌下腺炎,花生杏仁粥
门静脉海绵样变,莲子红豆沙
骨巨细胞瘤,鸡蛋芹菜炒饭
梅克尔细胞癌,罗汉果金银菜柿饼汤
甲状舌囊肿及瘘管,双皮鲫鱼
腹胀,山楂麦芽汤
中毒性弱视,双菇番茄黄瓜紫菜汤
变异性哮喘,山药萝卜粥
脑水肿,苡仁冬瓜汤
末梢神经炎,赤小豆炖鲤鱼
狂犬病,鸡蛋芹菜炒饭
阿米巴肠病,士常山鸡蛋饼
鼻窦炎,三丝瓜羹
葡萄球菌食物中毒,扁豆小米粥
先天性食管狭窄,木瓜蛋奶汁
习惯性流产,鸡肉冬菜饼
直肠损伤,炒绿豆芽
妊娠合并肾病综合征,萝卜生菜汤
眼球突出,冬菇椰菜豆腐粉丝汤
间质性肺炎-测试,西式牛奶粥
平滑肌肉瘤,冬瓜枸杞汤
口腔扁平苔藓,双菇番茄黄瓜紫菜汤
输卵管肿瘤,牛奶菠菜粥
色素性紫癜性苔藓样皮炎,白果炖母鸡
葡萄球菌感染,紫菜黄瓜汤
老年人呼吸衰竭,西兰花素鸡马蹄冬菇汤
老年人泌尿系结石,香蕉百合银耳羹
慢性进行性舞蹈病,羊肉汤面
前庭大腺脓肿,木耳大枣粥
玻璃体积血,小米薄麻粥
烧伤休克,燕麦粳米粥
类风湿关节炎,豆腐干拌荠菜
先天性马蹄内翻足,黄豆芽排骨
枢椎齿状突骨折,牛奶花生粥
肾结核对侧肾积水,冬瓜枸杞汤
感染性急性小管间质性肾炎,枸杞叶炒鸡蛋
桡骨干下1/3骨折合并下尺桡关节脱位,黄芪乌骨鸡
房室传导阻滞,油漆白菜
甲状腺功能减退伴发的精神障碍,香蕉葡萄粥
胆汁淤积性黄疸,糯米蒸鲤鱼
周边葡萄膜炎,鸡肉白薯粥
胸椎病,苹果生菜酸奶汁
脊柱脊髓损伤,香菇扒小白菜
单纯性乳腺增生症,豆腐泡大豆芽发菜汤
脊柱侧凸,香菇西兰花
白淫,虾仁韭菜粥
脊髓灰质炎,鱼肉酿冬菇
膀胱上内疝,鸡蛋木耳粥
细菌性结肠炎,炝炒西兰花
臀肌挛缩症,蔬菜杂烩粥
胎膜早破,菜花肉饼
先天性肝囊肿,炒胡萝卜片
颅内脊索瘤,双菇番茄黄瓜紫菜汤
老年人肺心病,枸杞桃仁鸡丁
单侧肾缺如,乌梅粥
扁平苔癣,瓜条拌藕片
二尖瓣和主动脉瓣的疾患,鲜奶核桃粥
脑血管畸形,鸡蛋煎茄子
先天性声门下狭窄,鸡蛋面
青少年牙周炎,什锦鸡蛋面
动脉粥样硬化,胡萝卜苹果汁
老年人肺结核,黑芝麻甜奶粥
成人型女性乳房肥大症,羊肝胡萝卜粥
神经系统副肿瘤综合征,香菇油菜面筋粥
韧带炎,山药枸杞南瓜汤
病理性神经损伤,芝麻拌白菜丁
溶血性贫血,炒脆藕
面部脓皮病,百合雪梨莲藕汤
常年性鼻炎,香菇豆苗萝卜汤
小儿神经白塞综合征,小米素羹
过敏性荨麻疹,胡萝卜泥
踝扭伤,冬瓜粒杂锦汤
口腔尖锐湿疣,玉竹白菜
多发梗塞性痴呆,薏米汤
小脑扁桃体疝,香菇洋白菜
尿毒症性心包炎,五彩鸡肉粒
高血压脑出血,芹菜炒土豆丝
脑膜炎球菌性脑膜炎,猕猴桃苡仁粥
小儿慢性肺炎,煮糟青鱼
尿黑酸尿与褐黄病,番茄鸡蛋煎饼
口角炎,番茄大豆芽草菇豆腐汤
蛲虫病,苋菜粥
其他弧菌感染,番茄土豆块
风搔痒,菠菜粥
甲状旁腺功能减退性心肌病,鲜百合冬菇西兰花汤
获得性血小板功能障碍,小麦粥
酒精性弱视,珍珠笋番茄蘑菇汤
肾小球肾炎,酱黄花菜
精神发育迟滞,猕猴桃西米粥
支原体尿路感染,玉米须车前饮
肌阵挛性小脑协调障碍,牛奶香蕉糊
神经肽性肢端感觉异常,木瓜胡萝卜玉米粥
慢性黏膜皮肤念珠菌病,砂锅鸡肉冬瓜汤
睾丸炎,西葫芦饺
虚寒呕吐,银耳莲子枸杞粥
乳腺纤维肉瘤,冬瓜小豆鲤鱼汤
腱鞘囊肿,腰果西兰花
乳腺纤维肉瘤,白果莲子粥
下颌后缩,鸡蛋布丁
外阴色素痣,参枣米饭
副溶血性弧菌食物中毒,白菜粥
脑痨,草莓菠菜汁
皮质性遗忘症,核桃芝麻百合粥
中耳癌,卷心菜菠萝汁
甲周炎,菠菜肉丝汤面
小儿药物变态反应,芹菜红枣汤
先天性膈疝,双菇番茄黄瓜紫菜汤
化脓性葡萄膜炎,海米白菜汤
小儿热带嗜酸性粒细胞增多症,海带粳米粥
食管受压性吞咽困难,海带果菜汁
风湿病,芝麻凉团
Rh血型不合溶血病,豆腐素蒸包
结节性硬化,牛奶玉米汤
严重急性呼吸综合征,莲子芡实荷叶粥
皮肤疣,白菜包子
对苯二胺皮炎,百合花生汤
肠系膜上静脉血栓形成,黑木耳粥
外阴平滑肌肉瘤,苦参鸡蛋
血压病,菠菜芹菜粥
白发,红枣黑豆粥
桡神经麻痹,海带果菜汁
巴贝虫病,木耳红枣汤
绒毛膜癌,番茄皮蛋菜汤
外伤后头痛,花生山药粥
尿道上裂,小麦粥
顶叶肿瘤,虫草玉竹甲鱼汤
骨纤维异常增殖症,苋菜豆腐养肝汤
肉瘿,百合芦笋汤
良性淋巴细胞血管炎和肉芽肿病,海带粳米粥
非典型分枝杆菌性巩膜炎,香菇油菜面筋粥
隐匿性肾小球肾炎,红烧鳕鱼
小儿雄激素不敏感综合征,紫菜豆腐汤
慢性乳头状溃疡性脓皮病,菠菜双蛋羹
原发性骨淋巴瘤,番茄芹菜汁
癔症,小麦粥
脾肾两虚,辣椒粥
肺性脑病,冬笋香菇烧白菜
非霍奇金淋巴瘤,豆腐紫菜兔肉汤
接触性荨麻疹,小米素羹
失盐性肾炎,油菜苹果牛奶汁
咽囊炎,小白菜馅包子
前庭大腺炎,鸭肉冬瓜海参汤
梅毒性角膜病变,菠菜双蛋羹
溃疡性结肠炎性关节炎,卷心菜梨汁
妊娠合并卵巢肿瘤,苹果胡萝卜泥
肌张力障碍综合征,枸杞煮鸡蛋
白秃疮,香椿竹笋
隐匿性肾小球肾炎,山药饼
粘连性肠梗阻,薏米莲子粥
急性硬脑膜下血肿,豆腐番茄鱼片牛肉汤
截瘫,桂圆鸡蛋汤
脑型疟疾,木瓜胡萝卜玉米粥
外阴疖病,山药奶肉羹
肺转移瘤,番茄鸡蛋煎饼
贲门炎,小米蛋奶粥
慢性铅中毒,番茄草莓汁
排卵期出血,枸杞银耳鸡肝汤
绝经后卵巢恶性肿瘤,花生芝麻糊
先天性声门下狭窄,胡萝卜浆汤
敌鼠中毒,木瓜粥
大肠湿热,荷叶粳米粥
溢乳闭经综合征,杂粮粥
变态反应性结膜炎,苦瓜瘦肉汤
小儿药物变态反应,竹笋香菇汤
肝炎双重感染,冬瓜汤
婴儿腹部远心性脂肪营养不良,小米素羹
前十字韧带损伤,丝瓜汤
髓母细胞瘤,海带果菜汁
自身免疫性溶血性贫血,小麦粥
脉痹,鸭肉杂烩粥
甲状腺癌,花豆腐生菜瘦肉汤
慢性腰部劳损,芹菜炒蛋
颅内脊索瘤,鸡肉蛋花木耳汤
玻璃体及视网膜脱离手术所致青光眼,鲤鱼汁粥
外伤性胆管损伤,素炒菠菜
脓疱性细菌疹,草莓柠檬汁
脑结核瘤,猪血豆腐汤
肾淀粉样变性,白果莲子粥
横位难产,黄豆莲藕排骨汤
室性期前收缩,菠菜双蛋羹
衣原体肺炎,珊瑚白菜
毛孢子菌病,白菜蛋花粥
小儿过敏性紫癜肾炎,菠菜豆腐汤
分泌过多性青光眼,鱼香荷兰豆
脑瘤,赤豆鲫鱼汤
产科休克,扁豆瘦肉汤
急性包皮炎,小白菜猪肉饺
恶性雀斑样痣,鲜菇小米粥
癌症伴发的精神障碍,蚕豆粥
原发性卵巢类癌综合征,黑豆莲藕鸡汤
甲亢,核桃芝麻百合粥
中暑,绿豆奶粥
小儿先天性巨结肠,芝麻小米粥
肠瘘,山药奶肉羹
胃息肉,豆芽蛋丝
肾动脉血栓形成和栓塞,清牛肉汤
血虚头痛,燕麦粳米粥
I型糖尿病,萝卜牛肉蒸饺
慢性筛窦炎,番茄苹果汁
急性脓肿,胡萝卜香蕉汁
色盲,银耳瘦肉羹
血管纤维瘤,番茄鸡蛋煎饼
煤气中毒,空心菜粥
洋葱假单胞菌肺炎,百合粥
小儿急性化脓性甲状腺炎,清肠大豆芽豆腐汤
变应性皮肤结节性血管炎,香菇小油菜
眼烧伤,冬瓜草鱼汤
蓝痣,白萝卜油菜汁
耵聍栓塞,芹菜炒香菇
脊索瘤,冬菇烧白菜
青少年牙周炎,猪肉炖茄子
弥漫性掌跖角化病,番茄皮蛋菜汤
真菌性尿路感染,番茄西瓜汁
甲真菌病,木耳豆腐丁
胆囊良性肿瘤,甜菜叶粥
摩擦黑变病,豆浆山药汤
肺大泡,杂粮粥
维生素A过多病,薏仁绿豆汤
老年人食管癌,芹菜炒鸡蛋
甲状旁腺功能减退性心肌病,酸麻菜花
潜伏梅毒,香蕉葡萄干牛奶
小儿消化性溃疡,清牛肉汤
慢性细菌性前列腺炎,卷心菜菠萝汁
皮下脂膜炎性T细胞淋巴瘤,菱角薏仁粥
乳头炎和乳晕炎,黑米粥
暴发性紫癜,菠菜蛋皮
露阴癖,南瓜粥
气管前间隙感染,素炒圆白菜
肩胛颈及肩胛盂骨折,青椒里脊片
蝎螫伤,绿豆竹叶粥
小儿高热,南瓜牛奶汁
肠系膜上动脉综合征,雪菜牛肉粥
胎盘早剥,羊肚汤
干燥性角结膜炎,菊花龙井茶
酒精性心肌病,猪心粥
急性化脓性腱鞘炎,蔬菜杂烩粥
难产,薏苡仁绿豆粥
飞蚊症,鸡肝粥
小儿先天性红细胞生成异常性贫血,绿豆南瓜汤
吸入性肺炎,蔬菜杂烩粥
痒疹,马齿苋炒鸡蛋
小儿房室传导阻滞,山药红枣羹
脉络膜炎,萝卜豆腐汤
气单胞菌肺炎,蘑菇鸡丝蛋花汤
宫颈炎,姜枣鲫鱼粥
膜性口炎,绿豆奶粥
隆突性皮肤纤维肉瘤,胡萝卜炒鸡蛋
小儿先天性胆总管囊肿,芹菜炒鸡蛋
复合型酸碱失衡,牛奶菠菜粥
手部屈指肌腱损伤,雪菜牛肉粥
全身脂肪代谢障碍,生菜拌蛋片
脚气,陈皮红枣饮
妊娠合并肺炎,苹果生菜酸奶汁
癔症,莲子红豆沙
特发性股骨头坏死,双菇番茄黄瓜紫菜汤
脊柱疾病,水晶猕猴桃
稻农皮炎,胡萝卜芹菜粥
小儿先天性巨结肠,西式牛奶粥
甲良性肿瘤,蘑菇木耳饺
结核性阴道炎,海米浇菜花
后葡萄膜炎,火腿冬笋鳝鱼汤
低钾血症,凉拌苋菜
慢性缩窄性心包炎,小麦粥
骨膜软骨瘤,小麦豆角粥
系统性红斑狼疮性关节炎,鲜蘑油菜心
胆道蛔虫病,绿豆南瓜汤
良性纤维组织细胞瘤,双菇番茄黄瓜紫菜汤
器械性食管损伤,蒜蓉苋菜牛肉汤
小儿心房颤动,胡萝卜苹果汁
直肠阴道瘘,双菇番茄黄瓜紫菜汤
肾上腺髓质功能亢进,空心菜瘦肉粥
手术后和创伤后肺炎,虾皮香芹燕麦粥
胆囊结石,胡萝卜香菜粥
小儿咽喉炎,豆浆粥
老年人心力衰竭,马齿苋炒黄豆芽
肛乳头瘤,香蕉葡萄粥
颅内畸胎瘤,鲜奶核桃粥
老年褥疮,绿豆竹叶粥
食管异物,西米苹果粥
急性假膜型念珠菌口炎,猪肉水饺
幽门梗阻,豌豆肚条汤
排卵期出血,糯米桂花藕
小儿维生素D缺乏性佝偻病,猪肝菠菜粥
冷抗体型自身免疫性溶血性贫血,鸡肉白薯粥
婴儿脐疝,西瓜汁
无胆色素尿性黄疸综合征,麻酱拌海螺
缩窄性心包炎,胡萝卜山楂汁
视神经脊髓炎,素炒黄豆芽
眩晕症,玫瑰香粥
软组织肉瘤,蛋黄碎牛肉粥
哨兵痔,胡萝卜番茄汤
神经病性关节病,菠菜豆腐汤
急性出血性坏死性小肠炎,杏醋淋木瓜
颅内海绵状血管瘤,草莓菠菜汁
慢性卡他性结膜炎,什菜面
外阴腺泡状软组织肉瘤,葡汁鲜藕
强碱类中毒,小米枣仁粥
眶底骨折,鸡蛋面
颈型颈椎病,葡萄布丁
喉结核,荞麦粥
十二指肠炎,人参小米粥
咽部硬结病,菠菜水饺
弯曲菌肠炎,扁豆小米粥
共济失调,小麦红枣猪脑汤
鱼鳞病,西米银耳羹
妊娠合并红细胞增多症,炒空心菜
红斑狼疮,荷叶粥
肛周肿瘤,金针菇菠菜
直肠阴道瘘,松子粥
恶性淋巴瘤,荞麦粥
前房积血,瑶柱生菜白菜汤
柏-查综合征,红烧鱼肉
绿脓杆菌性角膜溃疡,牛奶玉米汤
麻风性周围神经病,紫菜芙蓉汤
小儿法洛四联症,麦芽山楂饮
小儿系统性红斑狼疮,番茄葡萄汁
室性心律失常,胡萝卜香蕉汁
儿童睡眠障碍,坚果丝瓜液
盆腔炎,芦笋青鱼丝
慢性输卵管卵巢炎,红烧鱼肉
硼酸中毒,木耳炒豆腐皮
化脓性耳廓软骨膜炎,莲子黑枣小麦汤
变形性骨炎,猪腰煮粥
痹证,紫苏叶汁
急性单纯性胃炎,鸡蛋芹菜炒饭
面部肉芽肿,雪里蕻拌豆干
非典,奶汤锅子鱼
原发性下肢静脉瓣膜关闭不全,拌肚丝白菜
东方马型脑炎,银耳羹
老年人低血糖症,银下莲子糯米粥
女性生殖道多部位原发癌,猪肝绿豆粥
小肠瘘,羊肉汤面
血稠,鳜鱼柠檬羹
急性肾炎综合征,菠菜双蛋羹
人工流产,小米红糖粥
创伤性肘关节炎,培根白菜粥
胃扭转,鲤鱼汁粥
扭转痉挛,菠菜芹菜粥
小儿厌食症,木瓜胡萝卜玉米粥
老年人支原体肺炎,草莓菠菜汁
心气虚,鸡翅粥
龟头癌,西米猕猴桃粥
肺真菌病,雪菜鸡丝面
寻常疣,苹果甘蔗番茄汁
产后甲状腺炎,麻酱拌赤贝
梅毒,空心菜瘦肉粥
联合瓣膜病变,瑶柱生菜白菜汤
久泄,紫菜色拉卷
海绵体血管瘤,黑木耳粥
老年人急性左心衰竭,羊肉炖柿子
蜂螫伤,炖大白菜
斑秃,菊花茶粥
十二指肠损伤,素炒西兰花
一氧化碳中毒后迟发性脑病,蘑菇木耳饺
系统性红斑狼疮所致精神病,豆腐蛋饺
淋球菌性结膜炎,冬瓜香菇海带汤
十字韧带损伤,黄花木耳猪蹄汤
肌张力障碍综合征,鲜蘑菇豆腐汤
变形杆菌食物中毒,猪肉丸子汤
咽角化症,小米枣仁粥
小儿先天性肝囊肿,牛奶花生粥
小儿神经母细胞瘤,云耳枸杞蘑菇夜香花汤
肘外翻,白菜蛋花粥
老年甲状腺功能减退症,白菜虾仁面汤
先天性肝纤维化,番茄青豆汤
心肌梗塞并发左心室室壁瘤,荷叶豆腐
可拉明中毒,凉拌莴笋叶
纤维软骨间质瘤,苹果粥
多发梗塞性痴呆,鸡蛋黄花汤
变性近视的脉络膜萎缩,冬瓜粥
单纯性外阴炎,海带粳米粥
心肌梗塞并发左心室室壁瘤,海米白菜汤
胫腓骨骨折,木耳豆腐丁
轮状病毒性肠炎,白菜粥
皮肤B细胞淋巴样结节型增生,猪肝菠菜粥
关节痛,山东羊肉粥
甲内型甲真菌病,珍珠菜花汤
小儿维生素D缺乏性手足搐搦症,清炒绿豆芽
异物性食管穿孔,燕麦粳米粥
肛门失禁,苋菜豆腐汤
镰状细胞贫血眼部病变,香菇冬瓜蒸饺
小儿急性间歇性卟啉病,黑芝麻果仁粥
酒精伴发的精神障碍,淮山枸杞子炖猪脑
妊娠合并获得性免疫缺陷综合征,菠菜双蛋羹
冲动型人格障碍,杂粮粥
小儿急性间歇性卟啉病,银耳参枣羹
眼睑皮脂腺癌,胡萝卜炒肉丝
乙状结肠间疝,鸡肉冬菇蒸饺
类肺炎性胸腔积液,草鱼豆腐
筛窦恶性肿瘤,牛奶菠菜粥
肺心病,羊肉汤面
心绞痛,山楂茶
精囊囊肿,煎芝麻地瓜饼
痉挛性斜颈,草菇炒油菜
妊娠呕吐,番茄苹果芝麻蜜
气痢,黄连姜汁茶
急性肾小管坏死,燕窝汤
肩关节周围炎,藕片汤
休止期脱发,香椿芽粥
儿童腹痛,水晶莲子
急性气管支气管炎,鸡蛋银耳羹
库欣综合征,鲜百合冬菇西兰花汤
阴道鳞状上皮癌,豌豆鲜奶粥
泌尿生殖系真菌病,番茄黄瓜汁
迪厄拉富瓦病,鲜茄蛋花汤
神经鞘瘤,香菇油菜包
遗精,栗子炖鸡
膝关节结核,荔枝粥
太田痣,白果奶羹
虫证,姜枣花椒汤
小儿急性偏瘫,薏米莲子粥
急性单纯性胃炎,蛇蜕炒鸡蛋
急性肾炎综合征,鸡蛋木耳粥
声带小结,核桃牛奶饮
甲状腺结核,芝麻土豆
狐惑,人参粳米粥
微小病变型肾病,木瓜胡萝卜玉米粥
鼻神经胶质瘤,菜花烧香菇
恐怖性焦虑障碍,红豆花生红枣粥
链球菌性咽炎,木耳芝麻茶
嵌顿性腹股沟斜疝,清炒木耳菜
手湿疹,瑶柱生菜白菜汤
腹膜后肿瘤,双菇番茄黄瓜紫菜汤
高锰酸钾中毒,白菜虾仁面汤
小儿窦性心动过缓,鲜菇小米粥
小儿亚急性甲状腺炎,紫菜芙蓉汤
病毒性心肌炎,萝卜虾汤
霍奇金淋巴瘤,瑶柱生菜白菜汤
花柳病,花生山药粥
甲状腺功能亢进症的肾损害,黑米埋珍珠
细菌性肝脓肿,五丝白菜卷
重症肌无力危象,花生杏仁粥
小儿脑积水,蜜奶芝麻羹
肥大性龈炎,水果蛋糕
肛门息肉,白菜包子
中暑,绿豆麦片粥
脑外伤,苹果生菜酸奶汁
腔隙性脑梗死,糖醋三文鱼
直肠癌,海米油菜心
特发性心室颤动,菠菜双蛋羹
癫狂病,鸡肉蛋花汤
肺癌皮肤转移,鲜鱼片粥
虚寒咳嗽,山药红枣羹
结肠损伤,芝麻仁粥
髋关节脱位,白肉拉面
老年人多器官功能衰竭,苹果草莓汁
脑囊肿,素炒圆白菜
近视眼,枸杞子粥
小儿单纯性血尿,菠菜豆腐汤
肾上腺意外瘤,白菜卷
闭合性气胸,桔梗花生米
妇科综合,百合花鸡蛋羹
乳腺导管扩张症,紫菜芙蓉汤
肢骨纹状肥大,蔬菜杂烩粥
剥脱性唇炎,木瓜生姜蜂蜜粥
母儿血型不合溶血病,胡萝卜汤
儿童白斑,芝麻桃仁粥
成人呼吸窘迫综合征,瓜粒杂锦汤
结核性巩膜炎,大白菜饺
创伤性鼻中隔穿孔,雪菜肉末粥
肾盂癌,软炸鸭肉
阴道恶性肿瘤,白菜粥
尿失禁,核桃栗子羹
头部脂溢性皮炎,冬菜包
老年人睡眠障碍,猪肉青菜粥
风湿性心脏病,黄瓜拌绿豆芽
类固醇肌病,菠菜双蛋羹
产后血虚热,益母当归煲鸡蛋
疱疹性咽颊炎,胡萝卜菠菜汁
胰腺囊腺癌,牛奶冬瓜
