src_id,tag_id
慢性乳头状溃疡性脓皮病,青豆
疱疹性口腔炎,生菜
球形肺炎,芝麻
腹壁切口疝,鸡肝
甲状腺功能减低所致贫血,核桃
马蹄形肾,鸭蛋
无脊髓损伤的颈椎骨折脱位,红豆沙
Castleman病,猫肉
呼吸疾病,鹿肉
下丘脑疾病,鹅肉
尘螨过敏性哮喘,莲子
青光眼,蜂蜜
良性颅内高压症,鸡肉
妊娠性哮喘,鸡肉
前列腺肉瘤,鹅
特异性肾实质疾病,鸭肉
阿-斯综合征,花生
颅后窝血肿,鸡肉
原位癌,杏仁
先天性食管狭窄,鸡蛋
脾破裂,鸡心
卵巢纤维组织来源肿瘤,薇菜
流注,鸭蛋
耳部恶性肿瘤,腰果
阴茎珍珠疹,赤小豆
放射病,腰果
狼疮性肾炎,花生
脉管炎,鸡肉
慢性嗜酸性粒细胞性肺炎,鸡蛋
眼烧伤,南瓜子仁
回乳,鸡蛋
糖尿病肾病,鸭肉
结肠癌,栗子（熟）
神经肽性肢端感觉异常,南瓜子仁
食管破裂,栗子（熟）
吸入性肺炎,白砂糖
胆囊-结肠肝曲粘连综合征,腰果
小儿睾丸扭转,芝麻
热入血室,鸭蛋
尿失禁,芝麻
房性逸搏和房性逸搏心律,鸡肉
老年性黄斑变性,鸡蛋黄
强直性脊柱炎及其伴发的葡萄膜炎,腰果
耳源性脑膜炎,松子仁
肾发育不全,鸡肉
藏毛窦和藏毛囊肿,薇菜
撕脱骨折,绿豆
慢性疾病的贫血,鹿肉
乳头状汗腺腺瘤,鸡蛋
尿黑酸尿与褐黄病,鸡蛋
房室传导阻滞,莲子
小儿肾性糖尿,腰果
癌性神经肌病,鸭肉
偏沮,鸡蛋
外伤后颅内积气,松子仁
腺样体肥大,松子仁
苔藓样念珠状疹,鸡肉
中间葡萄膜炎,花生
肾动静脉瘘,鹌鹑蛋
小儿肺动脉高压,鸭翅
小儿食管异物,赤小豆
输卵管结核,鸭肝
小儿单纯性血尿,鸡蛋
成软骨细胞瘤,鸡蛋
口腔病,鸡蛋
肠毛滴虫病,核桃
虫证,鸭蛋
血虚头痛,鸡肉
下颌后缩,乌骨鸡
麻痹性臂丛神经炎,芝麻
内生性软骨瘤,鸭蛋
胃急性扩张,鸭肝
纤维肌痛综合征,鹌鹑蛋
急性蜂窝织炎,绿豆
结核性溃疡,鸭翅
气阴两虚,百合
氟骨症,鸡蛋
急黄,鸭蛋
铍及其化合物引起的皮肤病,核桃
急性上呼吸道感染,莲子
鼻腔异物,鸭翅
无机磷中毒,栗子（熟）
血管神经性水肿,芝麻
镰状细胞贫血眼部病变,鸡内金
门静脉高压症,白果（干）
高原适应不全症,鸡心
第1跖趾骨关节炎,鸭蛋
牙龈瘘管,茯苓
维生素B1缺乏症,芝麻
多发性硬化,芝麻
蜂螫伤,鹿肉
乳房单纯囊肿,南瓜子仁
脐炎,赤砂糖
妊娠恶阻,鸡肉
全身化脓性感染,鹿肉
小儿变应性鼻炎,葵花子仁
宫颈癌前病变,鸡肉
尿道狭窄,青豆
特发性血小板减少性紫癜,葵花子仁
妊娠合并肝硬化,鸡肉
口腔粘膜黑棘皮病,鸭蛋
肾盂肾炎,芝麻
肺炎链球菌性肺炎,鸡肉
急性上呼吸道感染,松子仁
溃疡病出血,薇菜
小儿急性化脓性关节炎,大豆
烧伤感染,南瓜子仁
人为脂膜炎,鹅
萎缩性鼻炎,鸡蛋
向胸腰段脊髓供血的大根动脉缺血症候群,鸡蛋
胸壁软组织损伤,花生
眼眶肌炎,核桃
口腔单纯性疱疹,莲子
老年人肺炎,鳕鱼
妊娠期急性脂肪肝,鹌鹑蛋
手术后膈疝,鸡蛋
小儿肠旋转不良,鸡蛋
核黄素缺乏病,莲子
幼年型类风湿病,桃仁
干酪性鼻炎,鸭翅
会阴疝,白果（鲜）
良性阵发性腹膜炎综合征,鸡心
幽门梗阻,鹌鹑蛋
多毛状小阴唇,杏仁
鼻窦鳞状细胞癌的眼部病变,杏仁
颈部水囊瘤,鹅肉
蚂蚁叮咬,鸡蛋黄
妊娠合并肺栓塞,莲子
间质膀胱炎局限外阴炎和脱屑性阴道炎综合征,鸭蛋
鼻前庭囊肿,鸡蛋
农药中毒所致的精神障碍,薇菜
胃石症,腰果
病毒性肠炎,芝麻
脐带脱垂,白果（干）
淋病合并症精囊炎,南瓜子仁
多胎妊娠,腰果
慢性呼吸衰竭,核桃
帕金森病,绿豆
胆源性急性胰腺炎,鸭肝
小儿糖尿病,绿豆
包涵体性结膜炎,花生
老年人呼吸衰竭,鸭肉
小儿急性上呼吸道感染,豆腐
癔症,莲子
木村网状肢端色素沉着,鸡血
铜绿假单胞菌性角膜炎,鸭肝
小儿肺动脉高压,蜂蜜
皮肤疣,小白菜
慢性咽炎,鸡蛋
手部屈指肌腱损伤,花生
卵巢小细胞癌,南瓜子仁
女子梦交,鸭蛋
原发性免疫缺陷病,大豆
中枢神经系统淋巴瘤,鸡蛋
农药中毒性肾病,鸡血
宫颈外翻,鹅肉
第三腰椎横突综合征,杏仁
头皮损伤,腰果
中毒性坏死性表皮松解型药疹,鸡心
慢性盆腔疼痛,莲子
棘突滑囊炎,鸡肉
晕动病,青豆
白血病性咽峡炎,芝麻
手足口病,南瓜子仁
转移性肝癌,鸭蛋
抽动症,鸡肝
乳头状汗腺腺瘤,鸡肉
骨病,鹅肉
婴幼儿胃食管反流,鹌鹑蛋
小儿先天性睾丸发育不全,西瓜子仁
包涵体肌炎,莲子
职业黑变病,鸡心
胸骨骨折,西瓜子仁
手术后反流性胃炎,鸭蛋
强直性脊柱炎及其伴发的葡萄膜炎,莲子
侧脑室肿瘤,葵花子仁
餐后血糖过低症,腰果
人为脂膜炎,鸡蛋
皮下脂肪瘤,绿豆芽
女性性早熟,鸡血
慢性萎缩性肢皮炎,核桃
慢性粒细胞性白血病,鹅肉
肺结核瘤,豌豆
幼年型类风湿病,核桃
桡骨、尺骨茎突骨折,鸡肝
鼻窦粘液囊肿,鸡蛋
慢性乳头状溃疡性脓皮病,白果（鲜）
小儿心肌炎,鸡蛋
产后虚羸,腰果
肺真菌病,鸡蛋
腹膜转移癌,花生
男子雄激素源性秃发,鸡蛋
特发性室性心动过速,鸡蛋
男性生殖器外伤,南瓜子仁
胃切除后胆汁返流性胃炎,鹿肉
椎管内结核肉芽肿,南瓜子仁
慢性黏膜皮肤念珠菌病,鸡肉
肠气囊肿,鸡蛋
脑膜炎球菌性脑膜炎,鸡血
跗骨与周围关节结核,芝麻
关节脱位,葵花子仁
非霍乱弧菌感染,鹿肉
绝经期尿路感染,南瓜子仁
人为性皮炎,鸡蛋
颈部囊状淋巴管瘤,南瓜子仁
药物或化学物质所致的色素沉着,芝麻
先天性垂直距骨,白果（干）
小儿阿姆斯特丹型侏儒,薇菜
小儿便秘,腰果
小儿先天性卵巢发育不全,芝麻
脉络膜裂伤,鸡肝
拇指掌指关节尺侧侧副韧带损伤,莲子
食管破裂,葵花子仁
跖骨疲劳性骨折,鸡肝
大网膜粘连综合征,白果（鲜）
淤胆型肝炎,芝麻
皮肤子宫内膜异位症,鹌鹑蛋
老年人支气管扩张,鸡内金
挛痹,鸭蛋
子宫纵隔,豆腐
小儿心房扑动,花生
对苯二胺皮炎,鸡蛋黄
结直肠损伤,腰果
肾上腺皮质功能异常伴发的精神障碍,赤砂糖
疱疹,芝麻
鼻石,葵花子仁
烧伤休克,杏仁
A链球菌群感染,绿豆面
先天性二尖瓣畸形,莲子
小儿急性间歇性卟啉病,鸽蛋
末梢神经炎,鸡蛋
透析性骨关节病,南瓜子仁
表皮样囊肿,咸鸭蛋
踝部扭伤,鹅肉
慢性脓胸,鸭肝
先天性厚甲症,鸡蛋
休止期脱发,鸡心
老年人急性感染后肾炎,腰果
肥胖性生殖无能综合征,南瓜子仁
胰腺外伤,鹌鹑蛋
早孕,茄子
双侧先天性肾上腺皮质增生,腰果
老年人支气管扩张,鸭肝
牙列拥挤,莲子
泛细支气管炎,荠菜
胆管结石与胆管炎,鸡肝
子宫内膜不规则脱落,松子仁
急性呼吸衰竭,芝麻
急性肾炎综合征,葵花子仁
破伤风,鸭肝
儿童抽动障碍,葵花子仁
不随意运动,鸡蛋
阴道血管肉瘤,鸡蛋
白细胞减少症和粒细胞缺乏症,葵花子仁
纹状骨瘤,松子仁
遗传病,南瓜子仁
赤膜下垂,鸭蛋
颅后窝室管膜瘤,鸡肉
地方性甲状腺肿,青豆
风湿性二尖瓣狭窄,栗子（熟）
淋巴结结节病,绿豆芽
小儿尿感,芝麻
小肠血管畸形,薇菜
甲状舌骨囊肿与瘘,莲子
阴虚发热,鸭蛋
烧伤,南瓜子仁
胸椎骨折,鲈鱼
颈椎后纵韧带骨化症,黑豆
胫骨平台骨折,青豆
慢性酒中毒,薇菜
热性嗜中性白细胞皮肤病,芝麻
浸润型肺结核,赤小豆
窝状角质松解症,腰果
脂溢性脱发,赤小豆
幼儿急疹,干腌菜
神经性呕吐,鸡心
先天性二尖瓣畸形,栗子（熟）
急性间质性肺炎,葵花子仁
癌性神经肌病,芝麻
水痘肺炎,鸭肉
皮质性遗忘症,鹅肉
高锰酸钾中毒,鸡肉
癌性疼痛,核桃
门静脉血栓形成,薇菜
Bazin硬红斑,核桃
散发性脑炎,莲子
小儿先天性面肌双瘫综合征,大豆
高原性心脏病,青豆
真菌性角膜炎,芝麻
乳腺错构瘤,赤砂糖
老年静脉血栓症,葵花子仁
尺骨干骨折,鸡蛋
骨肿瘤,鸡肉
膈先天性缺损,葵花子仁
鼻息肉,鸡蛋
妊娠合并系统性红斑狼疮,鹅
脊柱脊髓损伤,芝麻
痱,芝麻
痈,莲子
睾丸囊肿,鸭蛋
钱币状湿疹,鹌鹑蛋
异常血红蛋白病,鸽蛋
神经发育迟滞,鸡肉
枕颈关节损伤,红葡萄酒
皮脂囊肿病,花生
急性肾炎综合征,花生
颊间隙感染,鸭翅
桡骨下端骨折,鸡蛋黄
肠气肿综合征,葵花子仁
子宫收缩过强,莲子
体温过低,鸡蛋
白大衣高血压,鸭肝
斑状白化病,鸭翅
小儿其他沙门菌感染,南瓜子仁
贲门癌,鸡心
电烧伤,薇菜
皮脂缺乏症,鸡蛋黄
甲状旁腺功能亢进性心肌病,黑豆
闭合性脑外伤,鸽蛋
金黄色葡萄球菌性边缘性角膜炎,黑豆
贫血,鸡肉
淀粉样变病,芝麻
多汗症,南瓜子仁
气疝,花生
爆震性耳聋,鸽蛋
乳溢症,葵花子仁
小儿两性畸形,芝麻
颌面部淋巴管瘤,芝麻
先天性马蹄内翻足,芝麻
小儿成骨不全,鸡蛋
便秘,松子（炒）
癌肿性关节炎,莲子
腘肌肌腱炎,鸡肉
梗阻性尿路疾病,鸡蛋
先天性红细胞膜病,鸭血(白鸭)
无机磷中毒,鸡肉
创伤性窒息,黑豆
坐骨神经痛,南瓜子仁
酸中毒,菠菜
美尼尔氏综合症,鸡蛋
吩噻嗪类抗精神病药物中毒,鸭肉
骨产道异常性难产,莲子
成骨不全,葵花子仁
重复肾盂输尿管畸形,鸡心
胰腺瘘,白果（干）
梅杰综合症,豆腐
下肢静脉曲张,鸡蛋
化脓性腱鞘炎,鸡蛋
乳酸性酸中毒,鸡蛋
虫臌,鸡蛋
泌尿生殖系放线菌病,鸡血
坐骨神经损伤,鸡蛋
小儿α1-抗胰蛋白酶缺乏症,鸡肉
恒定性外斜视,鸡肉
慢脾风,鸭蛋
小儿生殖细胞瘤,花生
慢性腰背痛,芝麻
系统性红斑狼疮性巩膜炎,莲子
恶性高血压,栗子（熟）
小儿触电与雷击,腰果
肘关节骨化肌炎,南瓜子仁
胆源性慢性胰腺炎,孢子甘蓝
呼吸性碱中毒,鹿肉
脚气病,鸭肝
胸廓畸形,白果（干）
苯丙酮尿症,栗子（熟）
小儿神经母细胞瘤,腰果
头皮血肿,鸡翅
小儿单房性骨囊肿,乌龟
消化道出血,青豆
结肠瘘,栗子（熟）
肠系膜脂肪炎,黑豆
原发性心脏肿瘤,莲子
妇科病,鸡肉
低血糖症,鸡肉
性早熟,白果（鲜）
肛乳头瘤,绿豆芽
胁痛,鸡内金
盆底腹膜疝,鸡肉
四环素牙,鸡蛋
环跳疽,鸡心
先天性纯红细胞再生障碍性贫血,鸡肉
成纤维性纤维瘤,芝麻
偏瘫,芝麻
变异型心绞痛,鸭翅
孤独症谱系障碍,核桃
呃逆,鸽蛋
蛋白丧失胃肠综合征,腰果
急性颌骨骨髓炎,鸭翅
视网膜动脉阻塞,腰果
房室管畸形,松子（炒）
Shy-Drager综合征,乌骨鸡
单心室,鸭肝
网膜原发性节段性梗死,鸡肝
骨折,鸡肉
颞下间隙感染,鹿肉
草莓状血管瘤,芝麻
性功能障碍,杏仁
结肠腺癌,香菇（鲜）
心动过缓,腰果
输尿管炎,鸭肉
特发性胃肠道嗜酸性细胞浸润综合征,花生
蓝色橡皮泡痣综合症,鸡心
乳腺纤维肉瘤,赤砂糖
髌骨骨软骨病,鸭翅
硒及其化合物引起的皮肤病,鱼肉
霍奇金淋巴瘤,鹿肉
原发性视网膜色素变性,栗子（鲜）
外阴黏膜白斑,绿豆
副霍乱,空心菜
急性脓肿,白果（鲜）
小儿肺出血-肾炎综合征,鸭蛋
胆石,鸡肉
抗-HCVAg阳性,鸭蛋
高胡萝卜素血症,鸡蛋
肛周湿疹,南瓜子仁
尿道与阴茎结核,乌骨鸡
白塞综合征,松子仁
小儿颅后窝室管膜瘤,芝麻
下丘脑综合征,芝麻
肺孢子丝菌病,南瓜子仁
肱骨外髁颈骨折,鸡蛋
胸降主动脉动脉瘤,南瓜子仁
小儿急性上呼吸道感染,南瓜子仁
神经元蜡样脂褐质沉积症,赤砂糖
多系统萎缩,鸡心
小儿女性性早熟,南瓜子仁
小儿视网膜母细胞瘤,黄豆粉
根尖周病,鸭翅
踝部骨折,南瓜子仁
系统性红斑狼疮所致脊髓病,葵花子仁
继发性白血病,白果（鲜）
急性硬脑膜下血肿,莲子
球后视神经炎,蜂蜜
外阴黏膜白斑,鸡血
白细胞减少症和粒细胞缺乏症,南瓜子仁
成人硬肿症,莲子
中枢神经兴奋药中毒,白果（干）
闭经,鸡肉
分水岭区脑梗死,芝麻
末梢神经炎,鸭肉
休克,莲子
单纯性紫癜,鸡蛋
慢性铅中毒,鸡肝
异物伤,鸭蛋
盘状红斑狼疮,芝麻
急性化脓性腹膜炎,鸡肉
外阴皮肤脂溢性皮炎,芝麻
溢泪症,鸡肉
包皮阴茎头炎,赤小豆
髋关节结核,鹌鹑蛋
单纯性牙周炎,鸭翅
胃窦炎,南瓜子仁
上颌后缩,鸽蛋
盲肠阿米巴肉芽肿,蜂蜜
水痘,芝麻
小儿慢性肉芽肿病,绿豆
膝关节侧副韧带损伤,鸡蛋
尿布疹,白果（鲜）
尿路梗阻,白果（干）
副球孢子菌病,莲子
洁癖,芝麻
葡萄球菌食物中毒,栗子（熟）
成人骨坏死,鸭翅
宫寒,松子仁
外阴黑色素瘤,葵花子仁
肺结核,松子仁
上呼吸道感染,鸡心
慢惊风,鸡蛋清
乳腺导管扩张症,鸡内金
骨折不愈合,鹅肉
矮小症,鸡蛋
产后血虚热,腰果
产后痉症,鸡蛋
眩晕,腰果
肾前性肾功能衰竭,南瓜子仁
盆腔炎症性不孕症,鸭蛋
梅毒性心血管病,青豆
肌膜炎,红萝卜
双侧束支传导阻滞,鸡蛋
宫颈白斑,腰果
舌甲状腺,苹果脯
小儿多动症,葵花子仁
胆结石,葵花子仁
肛瘘,南瓜子仁
慢性缩窄性心包炎,莲子
药物性耳聋,腰果
大脑镰旁脑膜瘤,莲子
胃扭转,莲子
原发性纵隔感染,豆浆
糖尿病合并低血糖,鸡肉
妊娠合并甲状旁腺功能亢进,鹌鹑蛋
先天性囊状腺样畸形,芝麻
海绵状淋巴管瘤,芝麻
亚健康,腰果
急性腹型-高脂血症综合征,葵花子仁
老年人肺结核,葵花子仁
闭塞性动脉硬化,鸭翅
良性脑瘤,菠菜
肺泡癌,苹果
有机氯杀虫剂中毒,莲子
马拉色菌病,薇菜
阿米巴病肠穿孔,茄子
肺真菌病,鸡肉
转移性肝癌,鸡蛋
埃里希体病,鸡腿
小儿巴德-吉亚利综合征,鸽蛋
小儿获得性免疫缺陷综合征肾病,南瓜子仁
白内障,鸡蛋黄
卵巢泡膜细胞瘤,薇菜
小儿半乳糖血症,鸽蛋
妊娠合并肾病综合征,鸡蛋
缺血性心肌病,莲子
输血后血小板减少性紫癜,花生
阴茎纤维性海绵体炎,芝麻
经行头痛,鸡心
黏膜相关样组织淋巴瘤,鸡蛋
胰腺假性囊肿,鸡蛋
α1-抗胰蛋白酶缺乏性脂膜炎,南瓜子仁
上皮样肉瘤,鸡蛋黄
尿道黏膜脱垂,鸽蛋
肺念珠菌病,鸡蛋清
妊娠合并急性阑尾炎,鸡肉
小儿变应性鼻炎,腰果
药物过敏,鸭肝
产后三急,鸡肉
回盲瓣综合征,鸡心
慢性淋巴细胞白血病,鸡蛋
老年人急腹症,青豆
不动杆菌感染,核桃
心脏钝性闭合伤,葵花子仁
圣路易斯型脑炎,黑豆
消散延迟性肺炎,芝麻
老年人感染性休克,鸡肉
妊娠疱疹,鹅
乳腺囊性增生症,鸡肉
颌面部淋巴管瘤,南瓜子仁
急性高原病,章鱼
面神经损伤,白果（干）
小儿雄激素不敏感综合征,鸡肉
心肌病,莲子
阿斯伯格综合症,葵花子仁
莱姆病性巩膜炎,鸽蛋
心源性休克,鸭血(白鸭)
汗证,鸡蛋
小肠瘘,鸡肉
肺炎球菌脑膜炎,南瓜子仁
舌下间隙感染,鹿肉
急性荨麻疹,油菜
布鲁菌病,葵花子仁
卵巢无性细胞瘤,薇菜
出血性疾病,鹅肉
硬脑膜下血肿,葵花子仁
急性淋病,芹菜
交感性眼炎,黑芝麻
尿道旁腺癌,鸡蛋
间歇依赖型尖端扭转型室性心动过速,核桃
头癣,莲子
阵发性室上性心动过速,南瓜子仁
痔疮,葵花子仁
脓窠疮,鸡肉
甲状腺激素抵抗综合征,鸭翅
白塞病伴发的精神障碍,黑芝麻
经行尿感,鸡肉
膀胱葡萄状肉瘤,鸡肝
肾脏疾病伴发的精神障碍,腰果
外阴基底细胞癌,葵花子仁
羊水过多,鹿肉
年龄相关性白内障,鸡肉
抑郁性神经症,鸡肝
先天性视网膜劈裂症,鸡蛋
产后泌尿道感染,白扁豆
输尿管结石,南瓜子仁
阿米巴性阴道炎,莲子
痱子,绿豆
腋臭,腰果
绦虫病,松子仁
泪腺混合瘤,杏仁
酒中毒性痴呆,白扁豆
踝关节扭伤,南瓜子仁
动脉瘤样骨囊肿,白果（干）
子宫收缩过强,鸡肉
老年人肺心病,葵花子仁
维生素D缺乏性手足抽搐症,芝麻叶
睾丸畸胎瘤,猕猴桃
花柳病,鸡肉
先天性高位肩胛,白果（鲜）
天花,腰果
胆囊息肉样病变,鸡心
阴茎结核疹,鸭蛋
老年人泌尿系统感染,葵花子仁
小儿动脉肝脏发育异常综合征,鸭翅
脚气病性心脏病,乌骨鸡
胎记,鸭肉
肠系膜上动脉压迫综合征,鹿肉
前列腺癌,葵花子仁
接触性荨麻疹,大白菜(青口)
药疹,鸡肉
神经系统结节病,鸡蛋
神经性皮炎,黄豆粉
偏头痛,莲子
情感性交叉擦腿症,鸡肉
淋巴结-胆道综合征,葵花子仁
胃肠道癌皮肤转移,白扁豆
症状性癫痫综合征,芝麻
泪腺肿瘤,松子仁
慢性淋巴细胞性白血病,鹅肉
老年人支原体肺炎,鸡内金
子宫破裂,芝麻
急性附睾炎,鸭肝
主动脉瓣狭窄合并关闭不全,鹿肉
胫骨平台骨折,白果（鲜）
夜惊,白果（鲜）
传导性耳聋,鹿肉
继发性肾上腺功能不足,葵花子仁
病毒性肺炎,杏仁
登革出血热,莲子
肠病原性大肠埃希杆菌感染,鸡蛋黄
脊髓压迫症,芝麻
结肠粪性穿孔,栗子（熟）
肝结石,小米
急性根尖牙周炎,腰果
软骨发育不全,鸡肉
骨坏死,鸭蛋
侵袭性大肠埃希氏菌肠炎,豆腐
产褥期乳腺炎,葵花子仁
复发性腹股沟疝,腰果
泌尿生殖系滴虫病,绿豆
乳头炎和乳晕炎,鹌鹑蛋
先天性腓骨缺如,芝麻
不动杆菌肺炎,鸭翅
创伤窒息综合征,鸡蛋
中青年脑梗死,红葡萄酒
肛门尖锐湿疣,鹅肉
猫抓病,薇菜
脑癌,鹅肉
表层巩膜炎,葵花子仁
小儿心律失常,青豆
绿脓杆菌性角膜溃疡,薇菜
胸椎病,鸡蛋
小肠损伤,葵花子仁
上睑下垂,葵花子仁
骨盆骨折,葵花子仁
慢性上颌窦炎,花生
颅骨骨瘤,核桃
胃急性扩张,鸡蛋
腺病毒性肺炎,腰果
胃粘膜脱垂症,乌骨鸡
癫病,鸭蛋
鼻后滴漏综合症,白菜
结肠瘘,鹿肉
晶体脱位,鸽蛋
头皮及颅骨烧伤,松子仁
继发性肺结核,黄豆粉
腺病毒性肺炎,鸡肉
葡萄胎,腰果
鞘膜积液,葵花子仁
单纯性外阴炎,鸡肉
吞入异物,芝麻
显微型多血管炎,鸡蛋
先天性肠旋转不良,鸡蛋清
纤维肌痛综合征,鸽蛋
老年人泌尿系结石,鹅肉
登革热,青豆
阴道毛滴虫病,葵花子仁
小儿急性淋巴细胞性白血病,鸡蛋黄
慢性胃炎,鸡腿
耳病,鹅肉
颈椎单侧及双侧小关节脱位,黄豆粉
鼻息肉,栗子（鲜）
鼻石,栗子（鲜）
类风湿关节炎,核桃
副牛痘,绿豆
II型糖尿病,鸭肝
汗管瘤,南瓜子仁
腘动脉损伤,鸭蛋
胃良性肿瘤,腰果
无脉络膜症,鸡蛋
流行性乙型脑炎,鸡腿
臀先露,芝麻
鼻前颅底肿瘤,鸡肉
胆囊胆固醇沉着症,核桃
腓总神经损伤,鸡肉
棘间韧带损伤,鸡肉
疟疾肾病,鸡内金
肾上腺皮质功能减退性心脏病,鹌鹑蛋
血管病,南瓜子仁
B疱疹病毒感染,鸡蛋
发育迟缓,鸡蛋
小肠损伤,鹿肉
主动脉瓣狭窄合并关闭不全,葵花子仁
小儿维生素A缺乏病,南瓜子仁
绝经期尿路感染,白果（干）
流行性出血热,莲子
环状胰腺,葵花子仁
子宫内膜不规则脱落,鸡肝
外伤性颈内动脉海绵窦瘘,鸡肉
卵巢早衰,南瓜子仁
妊娠合并风湿性心脏病,赤砂糖
小儿颅后窝室管膜瘤,章鱼
老年人脑心综合征,白扁豆
小儿亚硝酸盐中毒,鸭肉
先天性尺桡骨性连接,芝麻
棘突骨折,鸡蛋
急性骨髓性白血病,鸡蛋
外伤性腹膜后出血或血肿,南瓜子仁
白秃疮,鸭蛋
匐行性角膜溃疡,鸡肝
瘢痕性类天疱疮,鸡蛋黄
强迫性障碍,鸡蛋
须部假毛囊炎,核桃
急性泪囊炎,葵花子仁
喉炎,芝麻
窦性心动过缓,莲子
气腹痛,腰果
圣路易斯型脑炎,豆浆
弥漫性食管痉挛,鹿肉
卵巢早衰,鸭肉
戒酒综合征,芝麻
心肌缺血,鸭肉
先天性肺动静脉瘘,鸡肉
妇科疾病,鸡肉
膝外侧韧带损伤,鹌鹑蛋
登革出血热,鸡蛋黄
盲肠扭转,鸡血
抬头纹,绿豆芽
积聚,鸭蛋
小儿肺泡性蛋白沉积症,鸭翅
黑色素斑-胃肠多发性息肉综合征,栗子（熟）
神经卡压综合征,黑豆
原发性肺动脉高压,芝麻
皮脂腺囊肿,鸡肉
眶内海绵状血管瘤,鸭蛋
红眼病,花生
股骨粗隆间骨折,鸭肉
α1-抗胰蛋白酶缺乏症,葵花子仁
非特异性尿道炎,葵花子仁
急性肺炎,面条(干切面)
硬斑,鸡心
病毒性上呼吸道感染,鸡蛋
白化病,鸡肝
绝经后子宫内膜癌,白果（干）
A-V综合征,鸭肝
慢性疾病的贫血,鸡蛋黄
癣菌疹,绿豆
隐斜视,芝麻
气虚自汗,鸭梨
特发性嗜酸性粒细胞增多综合征,鸭肝
巨细胞动脉炎和风湿性多肌痛,花生
少枝胶质细胞瘤及间变少枝胶质细胞瘤,绿豆
雷头风,腰果
飞蚊症,鹌鹑蛋
月经过多,南瓜子仁
高渗性非酮症糖尿病昏迷,芝麻
单纯疱疹病毒性巩膜炎,栗子（熟）
尿道旁腺癌,鸡血
小儿神经母细胞瘤,南瓜子仁
肺部良性肿瘤,芝麻
病毒性脑膜炎,青豆
乳酸性酸中毒,南瓜子仁
冠心病,莲子
肺疝,芝麻
布鲁菌病,南瓜子仁
乳溢,腰果
小儿热性惊厥,莲子
单纯性肾囊肿,莲子
流行性脑脊髓膜炎,白果（鲜）
酒精所致精神障碍,栗子（熟）
慢性筛窦炎,葵花子仁
门静脉高压症,绿豆
淋巴细胞减少症,鸡蛋
低血压,鸡肉
肺水肿,松子仁
颈椎单侧及双侧小关节脱位,芝麻
婴儿脐疝,葵花子仁
DF-2败血症的皮肤表现,核桃
念珠菌性包皮龟头炎-测试,圆白菜
颅骨裂和有关畸形,南瓜子仁
胆囊切除术后综合征,鹿肉
寰椎骨折脱位,鸭肝
年龄相关性白内障,莲子
多囊肝,鸡蛋
翼状胬肉,葵花子仁
胸降主动脉动脉瘤,莲子
淋巴细胞性脉络丛脑膜炎,南瓜子仁
包涵囊肿,鸡蛋
急性肾小管坏死,花生
股癣,绿豆
过敏性急性小管间质性肾炎,鸡蛋
颞动脉炎,核桃
非淋菌性尿道炎,花生
银屑病,南瓜子仁
脊髓血管病,鸡蛋
结肠血管扩张症,葵花子仁
水杨酸类中毒,青豆
小儿系统性红斑狼疮,南瓜子仁
小叶增生,黄豆芽
肾皮质髓质脓肿,鸡蛋
脂质沉积性肌病,栗子（熟）
夏季皮炎,鸽肉
功能性消化不良,杏仁
急性胆管炎,鸡蛋
胃柿石,大豆
无症状型心肌缺血,莲子
乳头溢液,鸡内金
病理性REM睡眠,鹅肉
浸润性乳腺癌,带鱼
趾间神经痛,鸽蛋
结膜充血,鸡心
炭疽病,鳝鱼
胆道出血,绿豆
乳腺炎,松子仁
胆石性肠绞塞综合征,南瓜子仁
重症肌无力危象,葵花子仁
第三腰椎横突综合征,白果（干）
秋燥,鸡蛋
良性葡萄胎,芝麻
静脉炎,鸭肉
食管破裂,鸡心
色欲伤,芝麻
甲状旁腺功能异常伴发的精神障碍,葵花子仁
骨与关节梅毒,鸡肝
间充质软骨肉瘤,腰果
青春发育延迟及性幼稚,鸡肉
颈椎单侧及双侧小关节脱位,南瓜子仁
复合型酸碱失衡,葵花子仁
腹壁纤维肉瘤,绿豆
脑干梗塞,鹌鹑蛋
肌张力障碍综合征,莲子
心房颤动,鸡蛋
老人腹股沟斜疝,鸭肉
神经源性肿瘤,茯苓
匐行性角膜溃疡,芝麻
外阴纤维瘤,乌骨鸡
锡尘肺,葵花子仁
颅内低压综合征,青豆
持久性隆起性红斑,鸡肉
妊娠性哮喘,赤砂糖
小儿维生素D缺乏性手足搐搦症,核桃
慢性溃疡性非肉芽肿性空肠回肠炎,绿豆沙
双眼上斜肌麻痹,鸡肉
婴儿玫瑰疹,白扁豆
枕骨大孔脑膜瘤,鸡肉
血友病甲,鸭肝
阴囊损伤,鸡肉
成人多囊肾,葵花子仁
胃溃疡性穿孔,鸡蛋
回旋形线状鱼鳞病,核桃
锁骨骨折,薇菜
舌甲状腺,桃仁
脉络膜炎,鸡蛋
进行性肌营养不良症,芝麻
肠道短路关节炎皮炎综合征,鸡肉
遗尿,腰果
输入袢综合征,鸡心
粗制棉子油中毒,南瓜子仁
骨盆直肠脓肿,南瓜子仁
先天性髋关节外展挛缩和骨盆倾斜,鸽蛋
外阴包涵囊肿,苹果
维生素A缺乏病,鸡肝
恐惧症,燕麦片
眼眶骨折,鸡肉
